prname,date,numconf,numdeaths
Ontario,9/26/2020,49340,2867
Quebec,9/26/2020,71005,5821
Newfoundland and Labrador,9/26/2020,272,3
New Brunswick,9/26/2020,200,2
Nova Scotia,9/26/2020,1087,65
Prince Edward Island,9/26/2020,58,0
Yukon,9/26/2020,15,0
Northwest Territories,9/26/2020,5,0
Nunavut,9/26/2020,0,0
Repatriated travellers,9/26/2020,13,0
Canada,9/26/2020,151671,9292
British Columbia,9/27/2020,8641,230
Alberta,9/27/2020,17343,261
Saskatchewan,9/27/2020,1878,24
Manitoba,9/27/2020,1880,19
Ontario,9/27/2020,49831,2869
Quebec,9/27/2020,71901,5825
Newfoundland and Labrador,9/27/2020,273,3
New Brunswick,9/27/2020,200,2
Nova Scotia,9/27/2020,1087,65
Prince Edward Island,9/27/2020,58,0
Yukon,9/27/2020,15,0
Northwest Territories,9/27/2020,5,0
Nunavut,9/27/2020,0,0
Repatriated travellers,9/27/2020,13,0
Canada,9/27/2020,153125,9298
British Columbia,9/28/2020,8908,233
Alberta,9/28/2020,17749,265
Saskatchewan,9/28/2020,1892,24
Manitoba,9/28/2020,1919,20
Ontario,9/28/2020,50531,2870
Quebec,9/28/2020,72651,5826
Newfoundland and Labrador,9/28/2020,273,3
New Brunswick,9/28/2020,200,2
Nova Scotia,9/28/2020,1087,65
Prince Edward Island,9/28/2020,58,0
Yukon,9/28/2020,15,0
Northwest Territories,9/28/2020,5,0
Nunavut,9/28/2020,0,0
Repatriated travellers,9/28/2020,13,0
Canada,9/28/2020,155301,9308
British Columbia,9/29/2020,9013,234
Alberta,9/29/2020,17909,266
Saskatchewan,9/29/2020,1899,24
Manitoba,9/29/2020,1953,20
Ontario,9/29/2020,51085,2874
Quebec,9/29/2020,73450,5833
Newfoundland and Labrador,9/29/2020,273,3
New Brunswick,9/29/2020,200,2
Nova Scotia,9/29/2020,1087,65
Prince Edward Island,9/29/2020,59,0
Yukon,9/29/2020,15,0
Northwest Territories,9/29/2020,5,0
Nunavut,9/29/2020,0,0
Repatriated travellers,9/29/2020,13,0
Canada,9/29/2020,156961,9321
British Columbia,9/30/2020,9138,234
Alberta,9/30/2020,18062,267
Saskatchewan,9/30/2020,1913,24
Manitoba,9/30/2020,1993,20
Ontario,9/30/2020,51710,2878
Quebec,9/30/2020,74288,5834
Newfoundland and Labrador,9/30/2020,274,3
New Brunswick,9/30/2020,200,2
Nova Scotia,9/30/2020,1088,65
Prince Edward Island,9/30/2020,59,0
Yukon,9/30/2020,15,0
Northwest Territories,9/30/2020,5,0
Nunavut,9/30/2020,0,0
Repatriated travellers,9/30/2020,13,0
Canada,9/30/2020,158758,9327
British Columbia,10/1/2020,9220,235
Alberta,10/1/2020,18235,269
Saskatchewan,10/1/2020,1927,24
Manitoba,10/1/2020,2029,20
Ontario,10/1/2020,52248,2881
Quebec,10/1/2020,75221,5850
Newfoundland and Labrador,10/1/2020,275,3
New Brunswick,10/1/2020,200,2
Nova Scotia,10/1/2020,1088,65
Prince Edward Island,10/1/2020,59,0
Yukon,10/1/2020,15,0
Northwest Territories,10/1/2020,5,0
Nunavut,10/1/2020,0,0
Repatriated travellers,10/1/2020,13,0
Canada,10/1/2020,160535,9349
British Columbia,10/2/2020,9381,238
Alberta,10/2/2020,18357,272
Saskatchewan,10/2/2020,1940,24
Manitoba,10/2/2020,2072,21
Ontario,10/2/2020,52980,2957
Quebec,10/2/2020,76273,5857
Newfoundland and Labrador,10/2/2020,275,3
New Brunswick,10/2/2020,200,2
Nova Scotia,10/2/2020,1089,65
Prince Edward Island,10/2/2020,59,0
Yukon,10/2/2020,15,0
Northwest Territories,10/2/2020,5,0
Nunavut,10/2/2020,0,0
Repatriated travellers,10/2/2020,13,0
Canada,10/2/2020,162659,9439
British Columbia,10/3/2020,9381,238
Alberta,10/3/2020,18357,272
Saskatchewan,10/3/2020,1954,24
Manitoba,10/3/2020,2108,22
Ontario,10/3/2020,53633,2998
Quebec,10/3/2020,77380,5867
Newfoundland and Labrador,10/3/2020,276,4
New Brunswick,10/3/2020,201,2
Nova Scotia,10/3/2020,1089,65
Prince Edward Island,10/3/2020,59,0
Yukon,10/3/2020,15,0
Northwest Territories,10/3/2020,5,0
Nunavut,10/3/2020,0,0
Repatriated travellers,10/3/2020,13,0
Canada,10/3/2020,164471,9492
British Columbia,10/4/2020,9381,238
Alberta,10/4/2020,18357,272
Saskatchewan,10/4/2020,1959,24
Manitoba,10/4/2020,2140,23
Ontario,10/4/2020,54199,3005
Quebec,10/4/2020,78459,5878
Newfoundland and Labrador,10/4/2020,277,4
New Brunswick,10/4/2020,201,2
Nova Scotia,10/4/2020,1089,65
Prince Edward Island,10/4/2020,61,0
Yukon,10/4/2020,15,0
Northwest Territories,10/4/2020,5,0
Nunavut,10/4/2020,0,0
Repatriated travellers,10/4/2020,13,0
Canada,10/4/2020,166156,9511
British Columbia,10/5/2020,9739,242
Alberta,10/5/2020,18935,280
Saskatchewan,10/5/2020,1968,24
Manitoba,10/5/2020,2191,23
Ontario,10/5/2020,54814,3010
Quebec,10/5/2020,79650,5884
Newfoundland and Labrador,10/5/2020,277,4
New Brunswick,10/5/2020,203,2
Nova Scotia,10/5/2020,1089,65
Prince Edward Island,10/5/2020,61,0
Yukon,10/5/2020,15,0
Northwest Territories,10/5/2020,5,0
Nunavut,10/5/2020,0,0
Repatriated travellers,10/5/2020,13,0
Canada,10/5/2020,168960,9534
British Columbia,10/6/2020,9841,244
Alberta,10/6/2020,19211,281
Saskatchewan,10/6/2020,1984,24
Manitoba,10/6/2020,2246,24
Ontario,10/6/2020,55362,3017
Quebec,10/6/2020,81014,5899
Newfoundland and Labrador,10/6/2020,277,4
New Brunswick,10/6/2020,205,2
Nova Scotia,10/6/2020,1089,65
Prince Edward Island,10/6/2020,61,0
Yukon,10/6/2020,15,0
Northwest Territories,10/6/2020,5,0
Nunavut,10/6/2020,0,0
Repatriated travellers,10/6/2020,13,0
Canada,10/6/2020,171323,9560
British Columbia,10/7/2020,9956,244
Alberta,10/7/2020,19354,281
Saskatchewan,10/7/2020,1994,24
Manitoba,10/7/2020,2278,27
Ontario,10/7/2020,55945,3018
Quebec,10/7/2020,81914,5906
Newfoundland and Labrador,10/7/2020,277,4
New Brunswick,10/7/2020,222,2
Nova Scotia,10/7/2020,1089,65
Prince Edward Island,10/7/2020,61,0
Yukon,10/7/2020,15,0
Northwest Territories,10/7/2020,5,0
Nunavut,10/7/2020,0,0
Repatriated travellers,10/7/2020,13,0
Canada,10/7/2020,173123,9571
British Columbia,10/8/2020,10066,245
Alberta,10/8/2020,19718,283
Saskatchewan,10/8/2020,2012,24
Manitoba,10/8/2020,2344,27
Ontario,10/8/2020,56742,3022
Quebec,10/8/2020,82992,5915
Newfoundland and Labrador,10/8/2020,277,4
New Brunswick,10/8/2020,225,2
Nova Scotia,10/8/2020,1089,65
Prince Edward Island,10/8/2020,61,0
Yukon,10/8/2020,15,0
Northwest Territories,10/8/2020,5,0
Nunavut,10/8/2020,0,0
Repatriated travellers,10/8/2020,13,0
Canada,10/8/2020,175559,9587
British Columbia,10/9/2020,10185,245
Alberta,10/9/2020,19995,282
Saskatchewan,10/9/2020,2034,24
Manitoba,10/9/2020,2428,30
Ontario,10/9/2020,57681,3027
Quebec,10/9/2020,84094,5936
Newfoundland and Labrador,10/9/2020,279,4
New Brunswick,10/9/2020,238,2
Nova Scotia,10/9/2020,1089,65
Prince Edward Island,10/9/2020,61,0
Yukon,10/9/2020,15,0
Northwest Territories,10/9/2020,5,0
Nunavut,10/9/2020,0,0
Repatriated travellers,10/9/2020,13,0
Canada,10/9/2020,178117,9615
British Columbia,10/10/2020,10185,245
Alberta,10/10/2020,19995,282
Saskatchewan,10/10/2020,2068,24
Manitoba,10/10/2020,2524,32
Ontario,10/10/2020,58490,3034
Quebec,10/10/2020,85191,5950
Newfoundland and Labrador,10/10/2020,282,4
New Brunswick,10/10/2020,258,2
Nova Scotia,10/10/2020,1092,65
Prince Edward Island,10/10/2020,61,0
Yukon,10/10/2020,15,0
Northwest Territories,10/10/2020,5,0
Nunavut,10/10/2020,0,0
Repatriated travellers,10/10/2020,13,0
Canada,10/10/2020,180179,9638
British Columbia,10/11/2020,10185,245
Alberta,10/11/2020,19995,282
Saskatchewan,10/11/2020,2092,25
Manitoba,10/11/2020,2578,32
Ontario,10/11/2020,59139,3035
Quebec,10/11/2020,86133,5953
Newfoundland and Labrador,10/11/2020,282,4
New Brunswick,10/11/2020,272,2
Nova Scotia,10/11/2020,1092,65
Prince Edward Island,10/11/2020,63,0
Yukon,10/11/2020,15,0
Northwest Territories,10/11/2020,5,0
Nunavut,10/11/2020,0,0
Repatriated travellers,10/11/2020,13,0
Canada,10/11/2020,181864,9643
British Columbia,10/12/2020,10185,245
Alberta,10/12/2020,19995,282
Saskatchewan,10/12/2020,2140,25
Manitoba,10/12/2020,2655,34
Ontario,10/12/2020,59139,3035
Quebec,10/12/2020,86976,5965
Newfoundland and Labrador,10/12/2020,283,4
New Brunswick,10/12/2020,278,2
Nova Scotia,10/12/2020,1092,65
Prince Edward Island,10/12/2020,63,0
Yukon,10/12/2020,15,0
Northwest Territories,10/12/2020,5,0
Nunavut,10/12/2020,0,0
Repatriated travellers,10/12/2020,13,0
Canada,10/12/2020,182839,9657
British Columbia,10/13/2020,10734,250
Alberta,10/13/2020,20956,286
Saskatchewan,10/13/2020,2174,25
Manitoba,10/13/2020,2779,35
Ontario,10/13/2020,60692,3047
Quebec,10/13/2020,87791,5970
Newfoundland and Labrador,10/13/2020,283,4
New Brunswick,10/13/2020,284,2
Nova Scotia,10/13/2020,1092,65
Prince Edward Island,10/13/2020,63,0
Yukon,10/13/2020,15,0
Northwest Territories,10/13/2020,5,0
Nunavut,10/13/2020,0,0
Repatriated travellers,10/13/2020,13,0
Canada,10/13/2020,186881,9684
British Columbia,10/14/2020,10892,250
Alberta,10/14/2020,21199,287
Saskatchewan,10/14/2020,2199,25
Manitoba,10/14/2020,2925,37
Ontario,10/14/2020,61413,3047
Quebec,10/14/2020,88994,5977
Newfoundland and Labrador,10/14/2020,283,4
New Brunswick,10/14/2020,292,2
Nova Scotia,10/14/2020,1092,65
Prince Edward Island,10/14/2020,63,0
Yukon,10/14/2020,15,0
Northwest Territories,10/14/2020,5,0
Nunavut,10/14/2020,0,0
Repatriated travellers,10/14/2020,13,0
Canada,10/14/2020,189385,9694
British Columbia,10/15/2020,11034,250
Alberta,10/15/2020,21443,288
Saskatchewan,10/15/2020,2232,25
Manitoba,10/15/2020,3098,38
Ontario,10/15/2020,62196,3057
Quebec,10/15/2020,89963,6005
Newfoundland and Labrador,10/15/2020,284,4
New Brunswick,10/15/2020,292,2
Nova Scotia,10/15/2020,1092,65
Prince Edward Island,10/15/2020,63,0
Yukon,10/15/2020,15,0
Northwest Territories,10/15/2020,5,0
Nunavut,10/15/2020,0,0
Repatriated travellers,10/15/2020,13,0
Canada,10/15/2020,191730,9734
British Columbia,10/16/2020,11189,251
Alberta,10/16/2020,21775,288
Saskatchewan,10/16/2020,2270,25
Manitoba,10/16/2020,3173,38
Ontario,10/16/2020,62908,3066
Quebec,10/16/2020,91018,6018
Newfoundland and Labrador,10/16/2020,287,4
New Brunswick,10/16/2020,297,2
Nova Scotia,10/16/2020,1093,65
Prince Edward Island,10/16/2020,63,0
Yukon,10/16/2020,15,0
Northwest Territories,10/16/2020,5,0
Nunavut,10/16/2020,0,0
Repatriated travellers,10/16/2020,13,0
Canada,10/16/2020,194106,9757
British Columbia,10/17/2020,11189,251
Alberta,10/17/2020,21775,288
Saskatchewan,10/17/2020,2306,25
Manitoba,10/17/2020,3258,38
Ontario,10/17/2020,63713,3076
Quebec,10/17/2020,92297,6032
Newfoundland and Labrador,10/17/2020,287,4
New Brunswick,10/17/2020,305,2
Nova Scotia,10/17/2020,1095,65
Prince Edward Island,10/17/2020,63,0
Yukon,10/17/2020,15,0
Northwest Territories,10/17/2020,5,0
Nunavut,10/17/2020,0,0
Repatriated travellers,10/17/2020,13,0
Canada,10/17/2020,196321,9781
British Columbia,10/18/2020,11189,251
Alberta,10/18/2020,21775,288
Saskatchewan,10/18/2020,2330,25
Manitoba,10/18/2020,3302,40
Ontario,10/18/2020,64371,3081
Quebec,10/18/2020,93391,6038
Newfoundland and Labrador,10/18/2020,287,4
New Brunswick,10/18/2020,310,3
Nova Scotia,10/18/2020,1097,65
Prince Edward Island,10/18/2020,63,0
Yukon,10/18/2020,15,0
Northwest Territories,10/18/2020,5,0
Nunavut,10/18/2020,0,0
Repatriated travellers,10/18/2020,13,0
Canada,10/18/2020,198148,9795
British Columbia,10/19/2020,11687,253
Alberta,10/19/2020,22673,292
Saskatchewan,10/19/2020,2396,25
Manitoba,10/19/2020,3382,42
Ontario,10/19/2020,65075,3085
Quebec,10/19/2020,94429,6044
Newfoundland and Labrador,10/19/2020,287,4
New Brunswick,10/19/2020,313,3
Nova Scotia,10/19/2020,1097,65
Prince Edward Island,10/19/2020,63,0
Yukon,10/19/2020,17,0
Northwest Territories,10/19/2020,5,0
Nunavut,10/19/2020,0,0
Repatriated travellers,10/19/2020,13,0
Canada,10/19/2020,201437,9813
British Columbia,10/20/2020,11854,254
Alberta,10/20/2020,22996,293
Saskatchewan,10/20/2020,2439,25
Manitoba,10/20/2020,3491,42
Ontario,10/20/2020,65896,3088
Quebec,10/20/2020,95216,6055
Newfoundland and Labrador,10/20/2020,287,4
New Brunswick,10/20/2020,313,3
Nova Scotia,10/20/2020,1097,65
Prince Edward Island,10/20/2020,64,0
Yukon,10/20/2020,17,0
Northwest Territories,10/20/2020,5,0
Nunavut,10/20/2020,0,0
Repatriated travellers,10/20/2020,13,0
Canada,10/20/2020,203688,9829
British Columbia,10/21/2020,12057,256
Alberta,10/21/2020,23402,296
Saskatchewan,10/21/2020,2496,25
Manitoba,10/21/2020,3626,43
Ontario,10/21/2020,66686,3097
Quebec,10/21/2020,96288,6074
Newfoundland and Labrador,10/21/2020,287,4
New Brunswick,10/21/2020,319,4
Nova Scotia,10/21/2020,1097,65
Prince Edward Island,10/21/2020,64,0
Yukon,10/21/2020,17,0
Northwest Territories,10/21/2020,8,0
Nunavut,10/21/2020,0,0
Repatriated travellers,10/21/2020,13,0
Canada,10/21/2020,206360,9864
British Columbia,10/22/2020,12331,256
Alberta,10/22/2020,23829,296
Saskatchewan,10/22/2020,2558,25
Manitoba,10/22/2020,3773,47
Ontario,10/22/2020,67527,3106
Quebec,10/22/2020,97321,6094
Newfoundland and Labrador,10/22/2020,288,4
New Brunswick,10/22/2020,322,4
Nova Scotia,10/22/2020,1097,65
Prince Edward Island,10/22/2020,64,0
Yukon,10/22/2020,17,0
Northwest Territories,10/22/2020,8,0
Nunavut,10/22/2020,0,0
Repatriated travellers,10/22/2020,13,0
Canada,10/22/2020,209148,9897
British Columbia,10/23/2020,12554,256
Alberta,10/23/2020,24261,300
Saskatchewan,10/23/2020,2591,25
Manitoba,10/23/2020,3935,48
Ontario,10/23/2020,68353,3115
Quebec,10/23/2020,98226,6106
Newfoundland and Labrador,10/23/2020,288,4
New Brunswick,10/23/2020,324,4
Nova Scotia,10/23/2020,1097,65
Prince Edward Island,10/23/2020,64,0
Yukon,10/23/2020,17,0
Northwest Territories,10/23/2020,9,0
Nunavut,10/23/2020,0,0
Repatriated travellers,10/23/2020,13,0
Canada,10/23/2020,211732,9923
British Columbia,10/24/2020,12554,256
Alberta,10/24/2020,24261,300
Saskatchewan,10/24/2020,2669,25
Manitoba,10/24/2020,4088,50
Ontario,10/24/2020,69331,3121
Quebec,10/24/2020,99235,6132
Newfoundland and Labrador,10/24/2020,289,4
New Brunswick,10/24/2020,326,4
Nova Scotia,10/24/2020,1100,65
Prince Edward Island,10/24/2020,64,0
Yukon,10/24/2020,20,0
Northwest Territories,10/24/2020,9,0
Nunavut,10/24/2020,0,0
Repatriated travellers,10/24/2020,13,0
Canada,10/24/2020,213959,9957
British Columbia,10/25/2020,12554,256
Alberta,10/25/2020,24261,300
Saskatchewan,10/25/2020,2729,25
Manitoba,10/25/2020,4249,54
Ontario,10/25/2020,70373,3128
Quebec,10/25/2020,100114,6143
Newfoundland and Labrador,10/25/2020,290,4
New Brunswick,10/25/2020,328,6
Nova Scotia,10/25/2020,1100,65
Prince Edward Island,10/25/2020,64,0
Yukon,10/25/2020,20,0
Northwest Territories,10/25/2020,9,0
Nunavut,10/25/2020,0,0
Repatriated travellers,10/25/2020,13,0
Canada,10/25/2020,216104,9981
British Columbia,10/26/2020,13371,259
Alberta,10/26/2020,25733,307
Saskatchewan,10/26/2020,2783,25
Manitoba,10/26/2020,4349,55
Ontario,10/26/2020,71224,3134
Quebec,10/26/2020,100922,6153
Newfoundland and Labrador,10/26/2020,291,4
New Brunswick,10/26/2020,331,6
Nova Scotia,10/26/2020,1101,65
Prince Edward Island,10/26/2020,64,0
Yukon,10/26/2020,22,0
Northwest Territories,10/26/2020,9,0
Nunavut,10/26/2020,0,0
Repatriated travellers,10/26/2020,13,0
Canada,10/26/2020,220213,10008
British Columbia,10/27/2020,13588,259
Alberta,10/27/2020,26155,309
Saskatchewan,10/27/2020,2841,25
Manitoba,10/27/2020,4532,58
Ontario,10/27/2020,72051,3138
Quebec,10/27/2020,101885,6172
Newfoundland and Labrador,10/27/2020,291,4
New Brunswick,10/27/2020,334,6
Nova Scotia,10/27/2020,1102,65
Prince Edward Island,10/27/2020,64,0
Yukon,10/27/2020,22,0
Northwest Territories,10/27/2020,9,0
Nunavut,10/27/2020,0,0
Repatriated travellers,10/27/2020,13,0
Canada,10/27/2020,222887,10036
British Columbia,10/28/2020,13875,261
Alberta,10/28/2020,26565,313
Saskatchewan,10/28/2020,2908,25
Manitoba,10/28/2020,4701,61
Ontario,10/28/2020,72885,3143
Quebec,10/28/2020,102814,6189
Newfoundland and Labrador,10/28/2020,291,4
New Brunswick,10/28/2020,337,6
Nova Scotia,10/28/2020,1102,65
Prince Edward Island,10/28/2020,64,0
Yukon,10/28/2020,22,0
Northwest Territories,10/28/2020,9,0
Nunavut,10/28/2020,0,0
Repatriated travellers,10/28/2020,13,0
Canada,10/28/2020,225586,10067
British Columbia,10/29/2020,14109,262
Alberta,10/29/2020,27042,318
Saskatchewan,10/29/2020,2990,25
Manitoba,10/29/2020,4894,62
Ontario,10/29/2020,73819,3153
Quebec,10/29/2020,103844,6214
Newfoundland and Labrador,10/29/2020,291,4
New Brunswick,10/29/2020,341,6
Nova Scotia,10/29/2020,1102,65
Prince Edward Island,10/29/2020,64,0
Yukon,10/29/2020,23,0
Northwest Territories,10/29/2020,10,0
Nunavut,10/29/2020,0,0
Repatriated travellers,10/29/2020,13,0
Canada,10/29/2020,228542,10109
British Columbia,10/30/2020,14381,263
Alberta,10/30/2020,27664,323
Saskatchewan,10/30/2020,3066,25
Manitoba,10/30/2020,5374,65
Ontario,10/30/2020,74715,3162
Quebec,10/30/2020,104952,6231
Newfoundland and Labrador,10/30/2020,291,4
New Brunswick,10/30/2020,342,6
Nova Scotia,10/30/2020,1104,65
Prince Edward Island,10/30/2020,64,0
Yukon,10/30/2020,23,1
Northwest Territories,10/30/2020,10,0
Nunavut,10/30/2020,0,0
Repatriated travellers,10/30/2020,13,0
Canada,10/30/2020,231999,10145
British Columbia,10/31/2020,14733,263
Alberta,10/31/2020,28245,323
Saskatchewan,10/31/2020,3144,25
Manitoba,10/31/2020,5723,67
Ontario,10/31/2020,75730,3171
Quebec,10/31/2020,106016,6246
Newfoundland and Labrador,10/31/2020,291,4
New Brunswick,10/31/2020,343,6
Nova Scotia,10/31/2020,1109,65
Prince Edward Island,10/31/2020,64,0
Yukon,10/31/2020,23,1
Northwest Territories,10/31/2020,10,0
Nunavut,10/31/2020,0,0
Repatriated travellers,10/31/2020,13,0
Canada,10/31/2020,235444,10171
British Columbia,11/1/2020,15122,263
Alberta,11/1/2020,28770,323
Saskatchewan,11/1/2020,3218,25
Manitoba,11/1/2020,6034,75
Ontario,11/1/2020,76707,3180
Quebec,11/1/2020,106981,6272
Newfoundland and Labrador,11/1/2020,291,4
New Brunswick,11/1/2020,344,6
Nova Scotia,11/1/2020,1111,65
Prince Edward Island,11/1/2020,64,0
Yukon,11/1/2020,23,1
Northwest Territories,11/1/2020,10,0
Nunavut,11/1/2020,0,0
Repatriated travellers,11/1/2020,13,0
Canada,11/1/2020,238688,10214
British Columbia,11/2/2020,15501,269
Alberta,11/2/2020,29362,323
Saskatchewan,11/2/2020,3292,25
Manitoba,11/2/2020,6275,80
Ontario,11/2/2020,77655,3187
Quebec,11/2/2020,108018,6283
Newfoundland and Labrador,11/2/2020,291,4
New Brunswick,11/2/2020,344,6
Nova Scotia,11/2/2020,1113,65
Prince Edward Island,11/2/2020,64,0
Yukon,11/2/2020,23,1
Northwest Territories,11/2/2020,10,0
Nunavut,11/2/2020,0,0
Repatriated travellers,11/2/2020,13,0
Canada,11/2/2020,241961,10243
British Columbia,11/3/2020,15800,272
Alberta,11/3/2020,29932,338
Saskatchewan,11/3/2020,3373,25
Manitoba,11/3/2020,6377,85
Ontario,11/3/2020,78705,3201
Quebec,11/3/2020,108889,6317
Newfoundland and Labrador,11/3/2020,291,4
New Brunswick,11/3/2020,344,6
Nova Scotia,11/3/2020,1114,65
Prince Edward Island,11/3/2020,64,0
Yukon,11/3/2020,23,1
Northwest Territories,11/3/2020,10,0
Nunavut,11/3/2020,0,0
Repatriated travellers,11/3/2020,13,0
Canada,11/3/2020,244935,10314
British Columbia,11/4/2020,16135,273
Alberta,11/4/2020,30447,343
Saskatchewan,11/4/2020,3408,25
Manitoba,11/4/2020,6751,87
Ontario,11/4/2020,79692,3217
Quebec,11/4/2020,109918,6350
Newfoundland and Labrador,11/4/2020,292,4
New Brunswick,11/4/2020,347,6
Nova Scotia,11/4/2020,1118,65
Prince Edward Island,11/4/2020,64,0
Yukon,11/4/2020,23,1
Northwest Territories,11/4/2020,10,0
Nunavut,11/4/2020,0,0
Repatriated travellers,11/4/2020,13,0
Canada,11/4/2020,248218,10371
British Columbia,11/5/2020,16560,273
Alberta,11/5/2020,31249,343
Saskatchewan,11/5/2020,3536,25
Manitoba,11/5/2020,7177,91
Ontario,11/5/2020,80690,3230
Quebec,11/5/2020,111056,6378
Newfoundland and Labrador,11/5/2020,294,4
New Brunswick,11/5/2020,349,6
Nova Scotia,11/5/2020,1119,65
Prince Edward Island,11/5/2020,64,0
Yukon,11/5/2020,23,1
Northwest Territories,11/5/2020,10,0
Nunavut,11/5/2020,0,0
Repatriated travellers,11/5/2020,13,0
Canada,11/5/2020,252140,10416
British Columbia,11/6/2020,17149,275
Alberta,11/6/2020,31858,352
Saskatchewan,11/6/2020,3623,25
Manitoba,11/6/2020,7419,96
Ontario,11/6/2020,81693,3244
Quebec,11/6/2020,112189,6403
Newfoundland and Labrador,11/6/2020,294,4
New Brunswick,11/6/2020,350,6
Nova Scotia,11/6/2020,1121,65
Prince Edward Island,11/6/2020,66,0
Yukon,11/6/2020,23,1
Northwest Territories,11/6/2020,10,0
Nunavut,11/6/2020,1,0
Repatriated travellers,11/6/2020,13,0
Canada,11/6/2020,255809,10471
British Columbia,11/7/2020,17716,276
Alberta,11/7/2020,32777,357
Saskatchewan,11/7/2020,3738,27
Manitoba,11/7/2020,7689,103
Ontario,11/7/2020,82825,3255
Quebec,11/7/2020,113423,6431
Newfoundland and Labrador,11/7/2020,296,4
New Brunswick,11/7/2020,353,6
Nova Scotia,11/7/2020,1125,65
Prince Edward Island,11/7/2020,66,0
Yukon,11/7/2020,23,1
Northwest Territories,11/7/2020,10,0
Nunavut,11/7/2020,1,0
Repatriated travellers,11/7/2020,13,0
Canada,11/7/2020,260055,10525
British Columbia,11/8/2020,18252,276
Alberta,11/8/2020,33504,363
Saskatchewan,11/8/2020,3897,28
Manitoba,11/8/2020,8130,106
Ontario,11/8/2020,84153,3268
Quebec,11/8/2020,114820,6440
Newfoundland and Labrador,11/8/2020,297,4
New Brunswick,11/8/2020,354,6
Nova Scotia,11/8/2020,1128,65
Prince Edward Island,11/8/2020,66,0
Yukon,11/8/2020,23,1
Northwest Territories,11/8/2020,10,0
Nunavut,11/8/2020,2,0
Repatriated travellers,11/8/2020,13,0
Canada,11/8/2020,264649,10557
British Columbia,11/9/2020,18714,281
Alberta,11/9/2020,34160,369
Saskatchewan,11/9/2020,4087,29
Manitoba,11/9/2020,8495,109
Ontario,11/9/2020,85395,3280
Quebec,11/9/2020,115989,6455
Newfoundland and Labrador,11/9/2020,297,4
New Brunswick,11/9/2020,355,6
Nova Scotia,11/9/2020,1129,65
Prince Edward Island,11/9/2020,66,0
Yukon,11/9/2020,23,1
Northwest Territories,11/9/2020,10,0
Nunavut,11/9/2020,2,0
Repatriated travellers,11/9/2020,13,0
Canada,11/9/2020,268735,10599
British Columbia,11/10/2020,19239,284
Alberta,11/10/2020,34873,376
Saskatchewan,11/10/2020,4214,29
Manitoba,11/10/2020,8878,114
Ontario,11/10/2020,86783,3295
Quebec,11/10/2020,117151,6493
Newfoundland and Labrador,11/10/2020,297,4
New Brunswick,11/10/2020,355,6
Nova Scotia,11/10/2020,1132,65
Prince Edward Island,11/10/2020,67,0
Yukon,11/10/2020,23,1
Northwest Territories,11/10/2020,10,0
Nunavut,11/10/2020,2,0
Repatriated travellers,11/10/2020,13,0
Canada,11/10/2020,273037,10667
British Columbia,11/11/2020,19774,284
Alberta,11/11/2020,35545,383
Saskatchewan,11/11/2020,4326,29
Manitoba,11/11/2020,9308,123
Ontario,11/11/2020,88209,3310
Quebec,11/11/2020,118529,6515
Newfoundland and Labrador,11/11/2020,298,4
New Brunswick,11/11/2020,355,6
Nova Scotia,11/11/2020,1134,65
Prince Edward Island,11/11/2020,68,0
Yukon,11/11/2020,23,1
Northwest Territories,11/11/2020,11,0
Nunavut,11/11/2020,3,0
Repatriated travellers,11/11/2020,13,0
Canada,11/11/2020,277596,10720
British Columbia,11/12/2020,20368,288
Alberta,11/12/2020,36405,393
Saskatchewan,11/12/2020,4437,29
Manitoba,11/12/2020,9782,132
Ontario,11/12/2020,89784,3328
Quebec,11/12/2020,119894,6557
Newfoundland and Labrador,11/12/2020,298,4
New Brunswick,11/12/2020,356,6
Nova Scotia,11/12/2020,1134,65
Prince Edward Island,11/12/2020,68,0
Yukon,11/12/2020,24,1
Northwest Territories,11/12/2020,11,0
Nunavut,11/12/2020,3,0
Repatriated travellers,11/12/2020,13,0
Canada,11/12/2020,282577,10803
British Columbia,11/13/2020,20985,290
Alberta,11/13/2020,37312,398
Saskatchewan,11/13/2020,4513,29
Manitoba,11/13/2020,10216,137
Ontario,11/13/2020,91180,3347
Quebec,11/13/2020,121195,6586
Newfoundland and Labrador,11/13/2020,299,4
New Brunswick,11/13/2020,358,6
Nova Scotia,11/13/2020,1136,65
Prince Edward Island,11/13/2020,68,0
Yukon,11/13/2020,24,1
Northwest Territories,11/13/2020,15,0
Nunavut,11/13/2020,4,0
Repatriated travellers,11/13/2020,13,0
Canada,11/13/2020,287318,10863
British Columbia,11/14/2020,21639,290
Alberta,11/14/2020,38338,401
Saskatchewan,11/14/2020,4820,29
Manitoba,11/14/2020,10453,152
Ontario,11/14/2020,92761,3367
Quebec,11/14/2020,122643,6611
Newfoundland and Labrador,11/14/2020,301,4
New Brunswick,11/14/2020,364,6
Nova Scotia,11/14/2020,1142,65
Prince Edward Island,11/14/2020,68,0
Yukon,11/14/2020,24,1
Northwest Territories,11/14/2020,15,0
Nunavut,11/14/2020,4,0
Repatriated travellers,11/14/2020,13,0
Canada,11/14/2020,292585,10926
British Columbia,11/15/2020,22298,290
Alberta,11/15/2020,39329,407
Saskatchewan,11/15/2020,5001,31
Manitoba,11/15/2020,10947,162
Ontario,11/15/2020,94009,3401
